Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2870           86.148      -52.679      138.827  8390.7
0.2880           86.081      -55.173      141.254  8537.4
0.2890           85.612      -56.454      142.065  8586.5
0.2900           85.404      -57.000      142.404  8607.0
0.2910           85.002      -57.025      142.027  8584.2
0.2920           84.708      -56.694      141.402  8546.4
0.2930           83.977      -56.024      140.000  8461.7
0.2940           83.363      -55.113      138.476  8369.5
0.2950           83.010      -54.340      137.350  8301.4
0.2960           82.366      -53.638      136.004  8220.1
0.2970           81.940      -51.573      133.513  8069.5
0.2980           81.862      -50.268      132.129  7985.9
0.2990           80.777      -55.092      135.869  8212.0
0.3000           79.982      -59.423      139.404  8425.6
0.3010           79.478      -60.266      139.744  8446.1
0.3020           78.961      -58.831      137.792  8328.2
0.3030           78.709      -57.991      136.700  8262.2
0.3040           78.044      -59.635      137.679  8321.4
0.3050           77.337      -61.633      138.970  8399.4
0.3060           76.751      -62.755      139.505  8431.7
0.3070           76.418      -63.254      139.672  8441.8
0.3080           76.060      -63.335      139.395  8425.1
0.3090           75.521      -62.912      138.433  8366.9
0.3100           75.095      -61.899      136.994  8280.0
0.3110           74.688      -60.591      135.278  8176.2
0.3120           74.034      -59.600      133.634  8076.9
0.3130           73.346      -59.190      132.536  8010.5
0.3140           72.819      -59.304      132.123  7985.5
0.3150           71.960      -60.040      132.000  7978.1
0.3160           71.349      -61.369      132.718  8021.5
0.3170           70.705      -62.798      133.503  8068.9
0.3180           70.142      -63.838      133.980  8097.8
0.3190           69.493      -64.369      133.862  8090.7
0.3200           68.763      -64.565      133.329  8058.4
0.3210           68.464      -64.694      133.158  8048.1
0.3220           68.109      -64.942      133.050  8041.6
0.3230           67.609      -65.306      132.915  8033.4
0.3240           67.378      -65.683      133.060  8042.2
0.3250           66.977      -65.984      132.961  8036.2
0.3260           66.504      -66.216      132.720  8021.6
0.3270           66.176      -66.460      132.636  8016.5
0.3280           65.634      -66.745      132.379  8001.0
0.3290           65.181      -67.018      132.200  7990.2
0.3300           64.795      -67.168      131.963  7975.9
0.3310           64.152      -67.086      131.238  7932.0
0.3320           63.524      -66.736      130.260  7872.9
0.3330           63.356      -66.241      129.598  7832.9
0.3340           62.903      -65.880      128.783  7783.6
0.3350           62.456      -65.762      128.218  7749.5
0.3360           61.714      -64.749      126.463  7643.5
0.3370           60.106      -55.528      115.634  6988.9
0.3380           65.398      -41.854      107.252  6482.3
0.3390           61.799      -64.033      125.832  7605.3
0.3400           62.254      -68.700      130.954  7914.9
0.3410           62.026      -69.263      131.289  7935.2
0.3420           61.617      -69.065      130.682  7898.4
0.3430           61.235      -68.504      129.739  7841.5
0.3440           60.881      -67.716      128.597  7772.4
0.3450           60.384      -67.495      127.879  7729.0
0.3460           60.047      -68.487      128.534  7768.6
0.3470           59.496      -69.800      129.296  7814.7
0.3480           58.961      -70.472      129.433  7823.0
0.3490           58.579      -70.703      129.282  7813.8
0.3500           58.005      -71.124      129.129  7804.6
0.3510           57.438      -72.043      129.481  7825.9
0.3520           56.908      -73.216      130.124  7864.7
0.3530           56.314      -74.218      130.532  7889.4
0.3540           55.997      -74.772      130.769  7903.7
0.3550           55.607      -74.730      130.337  7877.6
0.3560           55.168      -74.114      129.282  7813.8
0.3570           54.414      -73.035      127.449  7703.1
0.3580           54.206      -71.768      125.974  7613.9
0.3590           53.598      -70.664      124.262  7510.4
0.3600           53.093      -70.092      123.186  7445.4
0.3610           52.598      -70.548      123.146  7443.0
0.3620           51.844      -72.313      124.156  7504.0
0.3630           51.425      -74.886      126.311  7634.3
0.3640           50.757      -77.370      128.127  7744.0
0.3650           50.123      -79.054      129.177  7807.5
0.3660           49.768      -79.804      129.572  7831.4
0.3670           49.436      -79.867      129.302  7815.1
0.3680           49.196      -79.605      128.801  7784.8
0.3690           48.483      -79.322      127.805  7724.6
0.3700           47.823      -79.143      126.966  7673.9
0.3710           47.061      -79.053      126.115  7622.4
0.3720           46.538      -79.183      125.721  7598.6
0.3730           45.649      -79.557      125.206  7567.5
0.3740           45.232      -79.748      124.981  7553.9
0.3750           44.928      -79.444      124.372  7517.1
0.3760           44.559      -79.016      123.574  7468.9
0.3770           44.138      -79.095      123.232  7448.2
0.3780           43.629      -79.812      123.441  7460.8
0.3790           43.044      -80.861      123.904  7488.8
0.3800           42.666      -81.991      124.658  7534.3
0.3810           42.130      -83.027      125.157  7564.5
0.3820       135418.122   134545.995      872.127  52711.6
0.3830        61004.039    58663.961     2340.078  141434.8
0.3840       143296.644   136188.124     7108.520  429640.5
0.3850        64004.742    54160.194     9844.548  595006.6
0.3860        63735.850    50210.576    13525.274  817470.5
0.3870        63607.281    45604.499    18002.782  1088092.1
0.3880        63569.639    40380.423    23189.216  1401561.3
0.3890        63509.592    34737.016    28772.576  1739020.8
0.3900        64413.022    28938.913    35474.109  2144062.9
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000          -0.8105      -0.8105       0.0000     0.0
0.0010          -0.8086      -0.8105       0.0019     0.9
0.0020          -0.8070      -0.8105       0.0035     1.7
0.0030          -0.8044      -0.8105       0.0061     2.9
0.0040          -0.8024      -0.8105       0.0081     3.9
0.0050          -0.8009      -0.8105       0.0096     4.6
0.0060          -0.8010      -0.8105       0.0095     4.6
0.0070          -0.7996      -0.8105       0.0109     5.3
0.0080          -0.7974      -0.8105       0.0131     6.4
0.0090          -0.7954      -0.8105       0.0151     7.3
0.0100          -0.7922      -0.8105       0.0184     8.9
0.0110          -0.7890      -0.8105       0.0215    10.4
0.0120          -0.7901      -0.8105       0.0204     9.9
0.0130          -0.7899      -0.8106       0.0206    10.0
0.0140          -0.7848      -0.8106       0.0258    12.5
0.0150          -0.7839      -0.8106       0.0267    12.9
0.0160          -0.7826      -0.8106       0.0280    13.6
0.0170          -0.7803      -0.8106       0.0303    14.6
0.0180          -0.7779      -0.8106       0.0328    15.8
0.0190          -0.7735      -0.8107       0.0371    18.0
0.0200          -0.7740      -0.8107       0.0367    17.8
0.0210          -0.7743      -0.8108       0.0364    17.6
0.0220          -0.7700      -0.8108       0.0408    19.7
0.0230          -0.7666      -0.8108       0.0442    21.4
0.0240          -0.7647      -0.8109       0.0462    22.4
0.0250          -0.7550      -0.8110       0.0559    27.0
0.0260          -0.7513      -0.8110       0.0597    28.9
0.0270          -0.7529      -0.8111       0.0582    28.1
0.0280          -0.7503      -0.8112       0.0609    29.5
0.0290          -0.7444      -0.8113       0.0669    32.3
0.0300          -0.7400      -0.8114       0.0715    34.5
0.0310          -0.7410      -0.8115       0.0705    34.1
0.0320          -0.7464      -0.8117       0.0652    31.5
0.0330          -0.7417      -0.8118       0.0701    33.9
0.0340          -0.7387      -0.8119       0.0732    35.4
0.0350          -0.7247      -0.8121       0.0873    42.2
0.0360          -0.7255      -0.8122       0.0868    41.9
0.0370          -0.7220      -0.8124       0.0904    43.7
0.0380          -0.7148      -0.8125       0.0977    47.3
0.0390          -0.7206      -0.8127       0.0921    44.5
0.0400          -0.7241      -0.8129       0.0888    42.9
0.0410          -0.7244      -0.8131       0.0887    42.9
0.0420          -0.7253      -0.8133       0.0880    42.5
0.0430          -0.7234      -0.8135       0.0900    43.5
0.0440          -0.7198      -0.8137       0.0939    45.4
0.0450          -0.7192      -0.8139       0.0947    45.8
0.0460          -0.7167      -0.8142       0.0974    47.1
0.0470          -0.7105      -0.8144       0.1039    50.3
0.0480          -0.7066      -0.8147       0.1081    52.3
0.0490          -0.6993      -0.8150       0.1157    55.9
0.0500          -0.6950      -0.8153       0.1203    58.2
0.0510          -0.6896      -0.8157       0.1261    61.0
0.0520          -0.6871      -0.8161       0.1290    62.4
0.0530          -0.6823      -0.8164       0.1341    64.8
0.0540          -0.6852      -0.8168       0.1316    63.6
0.0550          -0.6736      -0.8173       0.1436    69.5
0.0560          -0.6685      -0.8177       0.1492    72.1
0.0570          -0.6601      -0.8182       0.1581    76.4
0.0580          -0.6649      -0.8187       0.1538    74.4
0.0590          -0.6646      -0.8192       0.1546    74.8
0.0600          -0.6579      -0.8198       0.1619    78.3
0.0610          -0.6716      -0.8203       0.1487    71.9
0.0620          -0.6719      -0.8208       0.1490    72.0
0.0630          -0.6785      -0.8214       0.1429    69.1
